txn_id,user_id,device_id,ip_id,timestamp,txn_type,amount,avg_txn_amount,amount_deviation,txn_count_24h,txn_count_1h,time_since_last_txn,account_age_days,failed_attempts,location_change,device_change,is_international,is_mal_ip,is_proxy_ip,is_new_device,odd_time,previous_fraud_flag,label
TXN0002820,USR00116,DEV00061,IP02200,2025-01-05 07:57:00,CASH_IN,5029.64,5034.22,0.9991,3,3,3002,780,4,0,0,0,0,0,0,0,0,0
TXN0002821,USR00116,DEV00153,IP05091,2025-01-06 10:45:00,TRANSFER,2455.27,3745.64,0.6555,4,4,3437,780,5,0,0,0,0,0,0,0,0,0
TXN0002822,USR00116,DEV02610,IP04090,2025-01-06 20:20:00,CASH_OUT,6290.45,5032.4,1.25,5,5,4346,780,0,1,0,0,0,0,0,0,0,0
TXN0002823,USR00116,DEV01861,IP04305,2025-01-07 10:21:00,TRANSFER,1058.89,2905.58,0.3644,6,0,4918,780,0,0,0,0,0,0,0,0,0,0
TXN0002824,USR00116,DEV01751,IP02917,2025-01-08 12:27:00,PAYMENT,2680.25,3043.72,0.8806,7,3,1488,780,0,0,0,0,0,0,0,0,0,0
TXN0002825,USR00116,DEV00321,IP00231,2025-01-08 09:29:00,PAYMENT,2748.65,5235.62,0.525,8,3,4030,780,0,0,0,0,0,0,0,0,0,0
TXN0002826,USR00116,DEV00327,IP00404,2025-01-08 14:23:00,TRANSFER,2455.42,6864.98,0.3577,9,0,2371,780,1,0,0,0,0,0,0,0,0,0
TXN0002827,USR00116,DEV00379,IP03442,2025-01-09 00:42:00,PAYMENT,2210.2,3199.48,0.6908,10,4,2779,780,2,0,0,0,0,0,0,1,0,0
TXN0002828,USR00116,DEV03366,IP03473,2025-01-10 20:16:00,PAYMENT,5425.55,3810.43,1.4239,11,3,3440,780,0,0,1,0,0,0,0,0,0,0
TXN0002829,USR00116,DEV02908,IP05809,2025-01-11 21:01:00,PAYMENT,3753.4,3717.49,1.0097,12,2,1049,780,2,0,0,0,0,0,0,0,0,0
TXN0002830,USR00116,DEV00986,IP05886,2025-01-11 13:25:00,TRANSFER,8856.16,3290.35,2.6916,13,3,1951,26,2,0,0,0,0,0,0,0,0,1
TXN0002831,USR00116,DEV03607,IP02264,2025-01-12 19:20:00,PAYMENT,2633.13,2818.85,0.9341,14,3,1633,780,0,0,0,0,0,0,0,0,0,0
TXN0002832,USR00116,DEV03701,IP03137,2025-01-12 20:16:00,PAYMENT,2620.18,4826.55,0.5429,15,1,3346,780,4,0,0,0,0,0,0,0,0,0
TXN0002833,USR00116,DEV03127,IP00434,2025-01-13 08:51:00,TRANSFER,775.43,3361.88,0.2307,16,2,292,780,3,0,0,0,0,0,0,0,0,0
TXN0002834,USR00116,DEV02421,IP04316,2025-01-14 16:40:00,TRANSFER,1956.89,3824.0,0.5117,17,5,4537,780,1,0,0,0,0,0,0,0,0,0
TXN0002835,USR00116,DEV00174,IP01556,2025-01-14 07:43:00,TRANSFER,6053.22,2786.34,2.1725,18,2,1598,780,0,0,0,0,0,0,0,0,0,0
TXN0002836,USR00116,DEV03883,IP01317,2025-01-15 15:09:00,TRANSFER,2312.72,4878.25,0.4741,19,5,1322,780,0,0,0,0,0,0,0,0,0,0
TXN0002837,USR00116,DEV00348,IP03929,2025-01-15 09:28:00,TRANSFER,4388.97,2343.49,1.8728,20,2,2084,780,2,0,0,0,0,0,0,0,0,0
TXN0002838,USR00116,DEV00766,IP03294,2025-01-15 12:05:00,PAYMENT,3257.77,4583.98,0.7107,20,3,3270,812,0,1,0,0,0,1,0,0,0,1
TXN0002839,USR00116,DEV00429,IP05958,2025-01-16 07:28:00,PAYMENT,4088.25,2280.24,1.7929,20,1,3729,780,2,0,0,0,0,0,0,0,0,0
TXN0002840,USR00116,DEV03593,IP01596,2025-01-16 11:45:00,TRANSFER,2924.65,6063.4,0.4823,20,5,1172,780,0,1,0,0,0,0,0,0,0,0
TXN0002841,USR00116,DEV01280,IP03444,2025-01-18 07:31:00,CASH_IN,1737.62,4567.29,0.3804,20,5,2714,780,0,0,0,0,0,0,0,0,0,0
TXN0002842,USR00116,DEV00409,IP05761,2025-01-18 11:45:00,TRANSFER,1613.82,6207.07,0.26,20,3,4942,780,3,0,0,0,0,0,0,0,0,0
TXN0002843,USR00116,DEV00210,IP00438,2025-01-18 10:54:00,TRANSFER,5361.23,6678.29,0.8028,20,3,1560,780,0,0,0,0,0,0,0,0,0,0
TXN0002844,USR00116,DEV01749,IP05757,2025-01-19 06:38:00,PAYMENT,1661.22,2743.38,0.6055,20,2,1326,780,1,0,0,0,0,0,0,0,0,0
TXN0002845,USR00116,DEV02793,IP05902,2025-01-19 06:57:00,CASH_IN,3448.22,2591.34,1.3307,20,2,2783,780,0,0,0,0,1,0,0,0,0,0
TXN0002846,USR00116,DEV00734,IP04357,2025-01-20 03:05:00,TRANSFER,2583.1,2682.89,0.9628,20,2,1384,780,5,0,0,0,0,0,0,1,0,0
TXN0002847,USR00116,DEV00018,IP04977,2025-01-21 07:48:00,PAYMENT,3723.42,4963.87,0.7501,20,0,1919,780,2,0,0,0,0,0,0,0,0,0
TXN0002848,USR00116,DEV02301,IP03726,2025-01-22 05:43:00,CASH_IN,3853.93,5588.75,0.6896,20,5,4849,780,3,0,0,0,0,0,0,1,0,0
TXN0002849,USR00117,DEV02435,IP05492,2025-01-07 09:47:00,PAYMENT,3730.51,4225.5,0.8829,1,1,2535,406,0,0,0,0,0,0,0,0,0,0
TXN0002850,USR00117,DEV01572,IP04901,2025-01-07 02:47:00,TRANSFER,3480.93,5148.14,0.6762,2,0,3263,406,2,1,0,0,0,0,0,1,0,0
TXN0002851,USR00117,DEV01200,IP05436,2025-01-08 10:41:00,PAYMENT,8287.16,8001.39,1.0357,3,0,704,406,2,0,0,0,0,0,0,0,0,0
TXN0002852,USR00117,DEV02200,IP01679,2025-01-08 08:53:00,TRANSFER,1861.46,9479.22,0.1964,4,3,4619,406,0,0,0,0,0,0,0,0,0,0
TXN0002853,USR00117,DEV00274,IP03302,2025-01-09 11:01:00,CASH_OUT,5417.9,5994.42,0.9038,5,2,1453,406,1,0,0,0,0,0,0,0,0,0
TXN0002854,USR00117,DEV02560,IP00859,2025-01-10 12:25:00,TRANSFER,2005.73,8293.36,0.2418,6,3,560,406,0,0,0,0,0,0,0,0,0,0
TXN0002855,USR00117,DEV02840,IP05360,2025-01-11 00:32:00,TRANSFER,31336.46,7375.29,4.2488,7,5,2442,403,3,1,1,0,1,1,0,1,0,1
TXN0002856,USR00117,DEV00723,IP00111,2025-01-11 17:20:00,PAYMENT,6664.92,4140.52,1.6097,8,0,3887,406,1,0,0,0,0,0,0,0,0,0
TXN0002857,USR00117,DEV02182,IP04130,2025-01-12 19:45:00,TRANSFER,4631.27,8587.05,0.5393,9,5,475,406,0,0,0,0,0,0,0,0,0,0
TXN0002858,USR00117,DEV03426,IP02007,2025-01-13 10:27:00,TRANSFER,9450.99,16510.21,0.5724,10,4,253,406,0,0,0,0,0,0,0,0,0,0
TXN0002859,USR00117,DEV01968,IP00122,2025-01-13 19:39:00,TRANSFER,27851.58,8583.95,3.2446,11,0,4102,406,2,0,0,0,0,0,0,0,0,0
TXN0002860,USR00117,DEV01047,IP05393,2025-01-14 05:27:00,TRANSFER,7702.59,6971.64,1.1048,12,0,3144,406,0,0,0,0,0,0,0,1,0,0
TXN0002861,USR00117,DEV01686,IP03563,2025-01-15 04:07:00,TRANSFER,9885.42,9997.64,0.9888,13,0,4223,406,2,1,0,0,0,0,0,1,0,0
TXN0002862,USR00117,DEV02131,IP01072,2025-01-16 12:48:00,TRANSFER,10061.52,6640.16,1.5153,14,5,3483,406,1,0,0,0,0,0,0,0,0,0
TXN0002863,USR00117,DEV01162,IP01646,2025-01-16 09:09:00,PAYMENT,5660.11,9410.04,0.6015,15,1,2069,406,2,0,0,0,0,0,0,0,0,0
TXN0002864,USR00117,DEV02621,IP02943,2025-01-17 07:52:00,TRANSFER,26902.9,16534.38,1.6271,16,2,515,406,2,0,0,0,0,0,0,0,0,0
TXN0002865,USR00117,DEV00496,IP04451,2025-01-19 10:12:00,CASH_OUT,14800.7,7202.85,2.0548,17,3,4487,406,4,0,0,0,0,0,0,0,0,0
TXN0002866,USR00117,DEV00440,IP04349,2025-01-20 10:16:00,TRANSFER,6220.23,8433.09,0.7376,18,5,1410,406,1,0,0,0,0,0,0,0,0,0
TXN0002867,USR00117,DEV01273,IP00591,2025-01-20 06:04:00,TRANSFER,13100.34,4011.73,3.2655,19,4,4424,128,5,0,1,1,0,1,0,0,0,1
TXN0002868,USR00117,DEV03008,IP05027,2025-01-20 18:49:00,TRANSFER,2212.69,13678.08,0.1618,20,5,3999,406,3,0,0,0,0,0,0,0,0,0
TXN0002869,USR00117,DEV02207,IP03488,2025-01-21 16:37:00,CASH_IN,11966.96,9072.33,1.3191,20,1,3185,406,3,0,0,0,0,0,0,0,0,0
TXN0002870,USR00117,DEV01104,IP02471,2025-01-21 10:10:00,TRANSFER,12871.1,13661.14,0.9422,20,5,821,406,1,0,0,0,0,0,0,0,0,0
TXN0002871,USR00117,DEV01819,IP03306,2025-01-21 06:35:00,PAYMENT,14019.34,18882.88,0.7424,20,4,2199,406,0,0,0,0,0,0,0,0,0,0
TXN0002872,USR00117,DEV03531,IP05732,2025-01-21 11:20:00,PAYMENT,41487.44,8739.79,4.747,20,3,388,406,0,0,0,0,0,0,0,0,0,0
TXN0002873,USR00117,DEV01317,IP05176,2025-01-22 07:39:00,TRANSFER,8616.17,12348.83,0.6977,20,5,960,406,0,0,0,0,0,0,0,0,0,0
TXN0002874,USR00117,DEV03036,IP01859,2025-01-23 19:54:00,PAYMENT,3203.49,9766.36,0.328,20,4,1443,406,4,0,0,0,0,0,0,0,0,0
TXN0002875,USR00117,DEV02264,IP00776,2025-01-23 12:44:00,TRANSFER,19039.29,14189.89,1.3418,20,3,1697,406,0,0,0,0,0,0,0,0,0,0
TXN0002876,USR00117,DEV00500,IP00624,2025-01-24 11:17:00,TRANSFER,10012.97,13525.2,0.7403,20,5,2802,406,0,0,0,0,0,0,0,0,0,0
TXN0002877,USR00117,DEV00476,IP04988,2025-01-25 17:59:00,PAYMENT,17705.76,10559.37,1.6768,20,4,2080,406,0,0,0,0,0,0,0,0,0,0
TXN0002878,USR00118,DEV02474,IP01957,2025-01-05 06:18:00,PAYMENT,5544.63,5541.39,1.0006,1,1,2538,334,0,0,0,0,0,0,0,0,0,0
TXN0002879,USR00118,DEV00864,IP04533,2025-01-05 08:09:00,PAYMENT,2536.74,3088.73,0.8213,2,2,2143,334,0,0,0,0,0,0,0,0,0,0
TXN0002880,USR00118,DEV01092,IP03940,2025-01-06 10:43:00,TRANSFER,1186.6,2665.93,0.4451,3,3,4385,334,1,0,0,0,0,0,0,0,0,0
TXN0002881,USR00118,DEV02477,IP05567,2025-01-06 08:34:00,TRANSFER,40299.87,5053.6,7.9745,4,4,4385,195,3,0,0,1,0,0,0,0,0,1
TXN0002882,USR00118,DEV00325,IP03886,2025-01-07 20:09:00,PAYMENT,5833.15,4323.02,1.3493,5,2,2891,334,2,0,0,0,0,0,0,0,0,0
TXN0002883,USR00118,DEV01870,IP05325,2025-01-08 08:00:00,TRANSFER,3180.13,5397.79,0.5892,6,3,3506,334,1,0,0,0,0,0,0,0,0,0
TXN0002884,USR00118,DEV02360,IP00703,2025-01-09 17:06:00,TRANSFER,3737.82,5262.83,0.7102,7,5,3425,334,2,0,0,0,0,0,0,0,0,0
TXN0002885,USR00118,DEV00471,IP02042,2025-01-10 13:37:00,CASH_IN,2649.27,6717.93,0.3944,8,3,2806,334,1,0,0,0,0,0,0,0,0,0
TXN0002886,USR00118,DEV02774,IP01537,2025-01-11 17:04:00,CASH_IN,3570.65,5122.21,0.6971,9,3,4503,334,0,0,0,0,0,0,0,0,0,0
TXN0002887,USR00118,DEV01262,IP03040,2025-01-11 17:09:00,TRANSFER,5949.55,7112.85,0.8365,10,4,4179,334,1,0,0,1,0,0,0,0,0,0
TXN0002888,USR00118,DEV00055,IP05749,2025-01-12 13:44:00,PAYMENT,6199.67,4199.04,1.4764,11,1,3857,334,0,0,0,0,0,0,0,0,0,0
TXN0002889,USR00118,DEV01216,IP00797,2025-01-14 06:23:00,TRANSFER,3771.33,4230.76,0.8914,12,1,931,334,0,0,0,0,0,0,0,0,0,0
TXN0002890,USR00118,DEV00188,IP05528,2025-01-14 09:17:00,TRANSFER,4946.15,5059.51,0.9776,13,0,1147,334,1,0,0,0,0,0,0,0,0,0
TXN0002891,USR00118,DEV03948,IP03469,2025-01-14 15:43:00,PAYMENT,7743.81,5394.35,1.4355,14,5,1814,334,1,0,0,0,0,0,0,0,0,0
TXN0002892,USR00118,DEV02015,IP02627,2025-01-15 07:48:00,CASH_IN,15783.9,4947.38,3.1904,15,2,938,334,4,0,0,0,0,0,0,0,0,0
TXN0002893,USR00118,DEV01990,IP04481,2025-01-15 12:02:00,PAYMENT,5001.72,2903.87,1.7224,16,3,4128,334,0,0,0,0,0,0,0,0,0,0
TXN0002894,USR00118,DEV02134,IP01289,2025-01-17 23:07:00,TRANSFER,3521.13,8268.34,0.4259,17,3,3501,334,0,0,0,0,0,0,0,1,0,0
TXN0002895,USR00118,DEV02932,IP00148,2025-01-17 09:34:00,PAYMENT,13590.09,7316.28,1.8575,18,4,2974,334,0,0,0,0,0,0,0,0,0,0
TXN0002896,USR00118,DEV02705,IP02414,2025-01-18 08:41:00,PAYMENT,6629.14,3698.12,1.7926,19,3,4146,334,0,0,0,0,0,0,0,0,0,0
TXN0002897,USR00118,DEV00674,IP05962,2025-01-18 13:12:00,CASH_OUT,5994.17,5154.23,1.163,20,5,4747,334,1,0,0,0,0,0,0,0,0,0
TXN0002898,USR00118,DEV03313,IP04274,2025-01-19 17:59:00,TRANSFER,6024.37,7933.56,0.7594,20,5,4429,334,0,0,0,0,0,0,0,0,0,0
TXN0002899,USR00118,DEV03396,IP01460,2025-01-20 21:37:00,TRANSFER,1063.69,4424.06,0.2404,20,5,3973,334,0,1,0,0,0,0,0,0,0,0
TXN0002900,USR00118,DEV02474,IP03576,2025-01-20 11:16:00,CASH_IN,4746.37,4115.8,1.1532,20,0,2728,334,0,0,0,0,0,0,0,0,0,0
TXN0002901,USR00118,DEV03572,IP00478,2025-01-20 13:24:00,PAYMENT,12952.3,8349.07,1.5513,20,5,1563,334,1,0,0,0,0,0,0,0,0,0
TXN0002902,USR00118,DEV02415,IP03174,2025-01-21 12:26:00,CASH_IN,5483.34,4411.97,1.2428,20,5,2304,334,5,0,0,0,0,0,0,0,0,0
TXN0002903,USR00118,DEV02845,IP04759,2025-01-21 17:30:00,TRANSFER,3996.51,3655.91,1.0932,20,2,1054,334,5,0,0,0,0,0,0,0,0,0
TXN0002904,USR00118,DEV03177,IP05466,2025-01-22 12:20:00,PAYMENT,7578.39,6782.11,1.1174,20,2,2851,334,1,0,0,0,0,0,0,0,0,0
TXN0002905,USR00118,DEV00512,IP02192,2025-01-23 20:19:00,TRANSFER,32747.9,7927.18,4.1311,20,3,2599,807,0,1,0,0,0,1,0,0,0,1
TXN0002906,USR00118,DEV02856,IP02293,2025-01-23 17:55:00,PAYMENT,10026.95,8132.11,1.233,20,3,2718,334,0,0,0,0,0,0,0,0,0,0
TXN0002907,USR00119,DEV03139,IP05380,2025-01-05 18:23:00,TRANSFER,13168.11,10138.06,1.2989,1,1,2623,21,4,0,0,0,0,1,0,0,0,0
TXN0002908,USR00119,DEV01465,IP04214,2025-01-06 06:31:00,CASH_OUT,18533.27,7836.99,2.3648,2,2,3576,21,0,0,0,0,0,0,0,0,0,0
TXN0002909,USR00119,DEV00590,IP00475,2025-01-06 18:23:00,PAYMENT,12609.28,12252.96,1.0291,3,1,1066,21,5,0,0,0,0,0,0,0,0,0
TXN0002910,USR00119,DEV01542,IP05610,2025-01-07 11:44:00,CASH_OUT,1828.36,17071.39,0.1071,4,2,2590,21,0,0,0,0,0,0,0,0,0,0
TXN0002911,USR00119,DEV02411,IP04682,2025-01-07 20:59:00,CASH_OUT,9516.29,9019.1,1.0551,5,5,805,21,0,0,0,0,0,0,0,0,0,0
TXN0002912,USR00119,DEV02490,IP02824,2025-01-08 13:02:00,PAYMENT,31635.06,9104.8,3.4745,6,0,1973,230,2,0,0,0,0,0,0,0,0,1
TXN0002913,USR00119,DEV03258,IP05787,2025-01-09 02:16:00,PAYMENT,17646.47,8388.3,2.1037,7,0,1071,21,5,0,0,0,0,0,0,1,0,0
TXN0002914,USR00119,DEV01104,IP01403,2025-01-10 20:31:00,TRANSFER,719.93,7902.7,0.0911,8,5,566,21,1,0,0,0,0,0,0,0,0,0
TXN0002915,USR00119,DEV00960,IP02404,2025-01-11 14:50:00,CASH_OUT,9285.13,8125.86,1.1427,9,2,3562,21,0,0,0,0,0,0,0,0,0,0
TXN0002916,USR00119,DEV03689,IP02264,2025-01-11 09:19:00,TRANSFER,7425.79,6269.38,1.1845,10,4,1853,21,2,0,0,0,0,0,0,0,0,0
TXN0002917,USR00119,DEV03591,IP05342,2025-01-12 09:54:00,TRANSFER,8210.67,8229.05,0.9978,11,2,4236,21,2,0,0,0,0,0,0,0,0,0
TXN0002918,USR00119,DEV00694,IP05571,2025-01-13 13:31:00,TRANSFER,7066.57,10594.6,0.667,12,5,258,21,2,0,0,0,0,0,0,0,0,0
TXN0002919,USR00119,DEV03674,IP00376,2025-01-14 16:45:00,TRANSFER,10843.01,11118.21,0.9752,13,2,1972,211,2,0,0,0,0,0,0,0,0,1
TXN0002920,USR00119,DEV03984,IP03438,2025-01-15 11:13:00,TRANSFER,8275.13,7431.42,1.1135,14,4,4644,21,0,0,0,0,0,0,0,0,0,0
TXN0002921,USR00119,DEV00375,IP01319,2025-01-15 06:36:00,PAYMENT,3958.32,14224.65,0.2783,15,4,1077,21,0,0,0,0,0,0,0,0,0,0
TXN0002922,USR00119,DEV00821,IP01747,2025-01-15 14:05:00,PAYMENT,13247.29,12070.03,1.0975,16,0,4819,21,2,0,0,0,0,0,0,0,0,0
TXN0002923,USR00119,DEV00522,IP04572,2025-01-16 17:03:00,CASH_OUT,5437.83,9604.34,0.5662,17,3,4079,21,2,0,0,0,0,0,0,0,0,0
TXN0002924,USR00119,DEV00130,IP04856,2025-01-17 12:24:00,CASH_OUT,11026.78,10382.02,1.0621,18,0,2442,21,1,0,0,0,0,0,0,0,0,0
TXN0002925,USR00119,DEV02100,IP05146,2025-01-18 12:09:00,CASH_OUT,5463.77,5202.25,1.0503,19,5,4412,21,2,0,1,1,0,0,1,0,0,0
TXN0002926,USR00119,DEV00643,IP02370,2025-01-19 08:12:00,CASH_IN,2571.9,10049.62,0.2559,20,5,1819,21,0,0,0,0,0,0,0,0,0,0
TXN0002927,USR00119,DEV01640,IP00685,2025-01-19 20:55:00,PAYMENT,6593.81,4644.45,1.4197,20,5,3551,21,2,0,0,1,0,0,0,0,0,0
TXN0002928,USR00119,DEV00888,IP03199,2025-01-21 21:20:00,TRANSFER,12626.72,8310.91,1.5193,20,2,238,21,1,0,0,0,0,0,0,0,0,0
TXN0002929,USR00119,DEV00248,IP05509,2025-01-21 11:34:00,TRANSFER,3084.51,7626.96,0.4044,20,2,4612,21,1,0,0,0,0,0,0,0,0,0
TXN0002930,USR00119,DEV01857,IP04600,2025-01-22 12:01:00,CASH_IN,10676.5,7871.92,1.3563,20,4,2863,21,0,0,0,0,0,0,0,0,0,0
TXN0002931,USR00119,DEV03440,IP05443,2025-01-22 08:29:00,TRANSFER,5947.48,10699.85,0.5558,20,2,2720,21,3,0,0,0,0,0,0,0,0,0
TXN0002932,USR00119,DEV03275,IP04391,2025-01-23 15:46:00,TRANSFER,14524.51,5638.5,2.576,20,5,3465,21,0,0,0,0,0,0,0,0,0,0
TXN0002933,USR00119,DEV00571,IP04899,2025-01-24 11:21:00,PAYMENT,4458.06,8051.38,0.5537,20,2,3283,21,2,1,0,0,0,0,0,0,0,0
TXN0002934,USR00119,DEV03800,IP02779,2025-01-24 14:48:00,PAYMENT,6436.55,8150.57,0.7897,20,0,2582,21,4,1,0,0,0,0,0,0,0,0
TXN0002935,USR00119,DEV03087,IP01734,2025-01-25 13:40:00,CASH_IN,6278.98,10309.07,0.6091,20,3,1741,21,3,0,0,0,0,0,0,0,0,0
TXN0002936,USR00119,DEV02949,IP01391,2025-01-25 15:02:00,CASH_IN,5862.44,8495.01,0.6901,20,1,1287,21,0,0,0,0,0,0,0,0,0,0
TXN0002937,USR00120,DEV02268,IP04487,2025-01-07 06:01:00,CASH_OUT,5032.7,15511.32,0.3245,1,1,3543,898,0,0,0,0,0,0,0,0,0,0
TXN0002938,USR00120,DEV02925,IP00839,2025-01-08 14:00:00,TRANSFER,11017.9,8750.0,1.2592,2,2,4635,484,0,0,0,0,0,0,0,1,0,1
TXN0002939,USR00120,DEV00691,IP01447,2025-01-10 16:12:00,CASH_IN,48192.64,36193.67,1.3315,3,3,1794,898,0,0,0,0,0,0,0,0,0,0
TXN0002940,USR00120,DEV01615,IP01170,2025-01-11 19:50:00,PAYMENT,44056.32,21681.48,2.032,4,4,1727,898,2,0,0,0,0,0,0,0,0,0
TXN0002941,USR00120,DEV01481,IP00173,2025-01-11 05:19:00,PAYMENT,30188.41,17816.38,1.6944,5,5,3802,898,0,1,0,0,0,0,0,1,0,0
TXN0002942,USR00120,DEV02778,IP01749,2025-01-12 08:09:00,CASH_OUT,23720.83,19640.19,1.2078,6,0,4506,898,0,0,0,0,0,0,0,0,0,0
TXN0002943,USR00120,DEV01201,IP05385,2025-01-12 11:21:00,PAYMENT,16401.2,13555.93,1.2099,7,3,3773,898,5,0,0,0,0,0,0,0,0,0
TXN0002944,USR00120,DEV02711,IP03148,2025-01-13 14:46:00,CASH_IN,23951.14,16101.47,1.4875,8,4,1705,898,1,0,0,0,0,0,0,0,0,0
TXN0002945,USR00120,DEV02320,IP04986,2025-01-14 14:35:00,CASH_IN,49748.16,33361.37,1.4912,9,3,3881,898,3,0,0,0,0,0,0,0,0,0
TXN0002946,USR00120,DEV02794,IP01546,2025-01-15 09:53:00,TRANSFER,174263.55,20269.2,8.5975,10,0,3393,7,4,0,0,1,0,0,0,0,0,1
TXN0002947,USR00120,DEV03343,IP00849,2025-01-16 12:35:00,CASH_OUT,42410.97,17112.71,2.4783,11,5,2920,898,0,0,0,0,0,0,0,0,0,0
TXN0002948,USR00120,DEV01118,IP04633,2025-01-16 02:11:00,PAYMENT,37969.92,13339.68,2.8464,12,0,774,898,1,0,0,0,0,0,0,1,0,0
TXN0002949,USR00120,DEV01880,IP02535,2025-01-17 20:18:00,PAYMENT,19508.48,24771.92,0.7875,13,2,771,898,1,0,0,0,0,0,0,0,0,0
TXN0002950,USR00120,DEV01094,IP04959,2025-01-17 11:11:00,TRANSFER,8293.29,29044.63,0.2855,14,3,2468,898,5,0,0,0,0,0,0,0,0,0
TXN0002951,USR00120,DEV02927,IP01383,2025-01-18 06:33:00,CASH_OUT,12210.52,33154.45,0.3683,15,1,2017,898,2,0,0,0,0,0,0,0,0,0
TXN0002952,USR00120,DEV00299,IP01074,2025-01-20 20:22:00,TRANSFER,35007.1,34002.26,1.0296,16,1,538,898,2,0,0,0,0,0,0,0,0,0
TXN0002953,USR00120,DEV02225,IP04195,2025-01-21 12:13:00,TRANSFER,96885.11,11295.79,8.5771,17,4,258,171,5,1,1,1,1,0,0,0,0,1
TXN0002954,USR00120,DEV01850,IP01522,2025-01-22 20:16:00,PAYMENT,30361.72,16925.31,1.7939,18,4,4470,898,0,0,0,0,0,0,0,0,0,0
TXN0002955,USR00120,DEV02308,IP00250,2025-01-23 18:38:00,CASH_OUT,8408.6,34386.17,0.2445,19,2,3297,898,1,0,0,0,0,0,0,0,0,0
TXN0002956,USR00120,DEV02374,IP01888,2025-01-24 08:21:00,PAYMENT,12746.2,24177.06,0.5272,20,4,3043,898,0,0,0,0,0,0,0,0,0,0
TXN0002957,USR00121,DEV03273,IP01726,2025-01-07 16:48:00,PAYMENT,1373.87,3608.81,0.3807,1,1,4178,852,2,0,0,0,0,0,0,0,0,0
TXN0002958,USR00121,DEV03471,IP03917,2025-01-08 06:55:00,TRANSFER,6399.17,2516.77,2.5426,2,2,1387,852,1,0,0,0,0,0,0,0,0,0
TXN0002959,USR00121,DEV03174,IP04637,2025-01-09 16:53:00,PAYMENT,2910.24,1206.82,2.4115,3,3,1215,852,0,0,0,0,0,0,0,0,0,0
TXN0002960,USR00121,DEV00936,IP05694,2025-01-10 12:07:00,PAYMENT,1358.21,1828.5,0.7428,4,3,44,852,1,0,0,0,0,0,0,0,0,0
TXN0002961,USR00121,DEV03795,IP02772,2025-01-11 14:46:00,PAYMENT,1085.41,788.34,1.3768,5,3,1155,852,0,0,0,1,0,0,0,0,0,0
TXN0002962,USR00121,DEV03128,IP01644,2025-01-11 12:15:00,CASH_OUT,1152.47,3921.07,0.2939,6,3,2862,852,2,0,0,0,0,0,0,0,0,0
TXN0002963,USR00121,DEV03110,IP02340,2025-01-12 10:44:00,CASH_OUT,1169.44,1726.18,0.6775,7,2,4013,852,0,0,0,0,0,0,0,0,0,0
TXN0002964,USR00121,DEV00861,IP04187,2025-01-13 18:25:00,PAYMENT,2007.81,2203.03,0.9114,8,0,4401,852,1,0,0,0,0,0,0,0,0,0
TXN0002965,USR00121,DEV02284,IP04104,2025-01-14 06:19:00,TRANSFER,522.78,1965.17,0.266,9,4,1984,852,1,0,0,0,1,0,0,0,0,0
TXN0002966,USR00121,DEV03929,IP02626,2025-01-15 18:06:00,TRANSFER,1697.99,2214.66,0.7667,10,0,3270,852,0,1,0,0,0,0,0,0,0,0
TXN0002967,USR00121,DEV02236,IP00812,2025-01-16 06:40:00,PAYMENT,2123.86,2276.3,0.933,11,1,1012,852,1,0,0,0,0,0,0,0,0,0
TXN0002968,USR00121,DEV01773,IP01441,2025-01-17 15:07:00,CASH_OUT,2950.38,1549.87,1.9036,12,5,4786,852,0,0,0,0,0,0,0,0,0,0
TXN0002969,USR00121,DEV02716,IP02193,2025-01-17 09:53:00,TRANSFER,1513.19,3072.19,0.4925,13,5,2680,852,0,0,0,0,0,0,0,0,0,0
TXN0002970,USR00121,DEV02866,IP02416,2025-01-18 11:53:00,CASH_IN,1258.48,3182.21,0.3955,14,3,237,852,2,0,0,0,0,0,0,0,0,0
TXN0002971,USR00121,DEV00109,IP04124,2025-01-18 15:19:00,TRANSFER,5266.16,1819.62,2.8941,15,5,1993,852,2,0,0,0,0,1,0,0,0,0
TXN0002972,USR00121,DEV03882,IP05078,2025-01-18 10:46:00,TRANSFER,3117.34,1385.59,2.2498,16,0,1613,109,0,1,0,0,0,0,0,0,0,1
TXN0002973,USR00121,DEV03790,IP04382,2025-01-19 07:23:00,PAYMENT,2169.95,2680.64,0.8095,17,2,3453,852,1,0,0,0,0,0,0,0,0,0
TXN0002974,USR00121,DEV02534,IP03523,2025-01-20 12:43:00,CASH_OUT,2399.94,3943.43,0.6086,18,5,2584,852,4,0,0,0,0,0,0,0,0,0
TXN0002975,USR00121,DEV03389,IP03273,2025-01-21 11:25:00,CASH_OUT,2868.86,1733.71,1.6548,19,5,979,852,1,0,0,0,0,0,0,0,0,0
TXN0002976,USR00121,DEV02237,IP03777,2025-01-22 15:22:00,PAYMENT,2049.3,1934.74,1.0592,20,4,1571,852,2,0,0,0,0,0,0,0,0,0
TXN0002977,USR00122,DEV00617,IP01366,2025-01-01 09:04:00,PAYMENT,5386.2,9453.43,0.5698,1,1,750,474,0,0,0,0,0,0,0,0,0,0
TXN0002978,USR00122,DEV00240,IP01353,2025-01-01 17:34:00,PAYMENT,3415.1,7553.21,0.4521,2,1,672,474,0,0,0,0,0,0,0,0,0,0
